'Time and date','EEG Fpz-Cz','EEG Pz-Oz','EOG horizontal','Resp oro-nasal','EMG submental','Temp rectal','Event marker'
'[16:13:02.860 24/04/1989]',17.160,0.480,214.859,-95.000,3.476,37.237,919.000
'[16:13:02.870 24/04/1989]',-2.532,0.864,195.640,-95.000,3.476,37.237,919.000
'[16:13:02.880 24/04/1989]',-11.065,2.783,209.438,-95.000,3.476,37.237,919.000
'[16:13:02.890 24/04/1989]',-25.412,-0.480,205.989,-95.000,3.476,37.237,919.000
'[16:13:02.900 24/04/1989]',-40.416,0.960,212.395,-95.000,3.476,37.237,919.000
'[16:13:02.910 24/04/1989]',-45.292,-2.303,183.813,-95.000,3.476,37.237,919.000
'[16:13:02.920 24/04/1989]',-38.634,-1.823,188.741,-95.000,3.476,37.237,919.000
'[16:13:02.930 24/04/1989]',-35.915,1.536,184.799,-95.000,3.476,37.237,919.000
'[16:13:02.940 24/04/1989]',-28.226,-3.839,182.335,-95.000,3.476,37.237,919.000
'[16:13:02.950 24/04/1989]',-4.407,-3.359,175.435,-95.000,3.476,37.237,919.000
'[16:13:02.960 24/04/1989]',11.440,-6.046,189.234,-95.000,3.476,37.237,919.000
'[16:13:02.970 24/04/1989]',26.069,-4.895,190.219,-95.000,3.476,37.237,919.000
'[16:13:02.980 24/04/1989]',42.292,-2.399,190.712,-95.000,3.476,37.237,919.000
'[16:13:02.990 24/04/1989]',44.730,-1.344,171.986,-95.000,3.476,37.237,919.000
'[16:13:03.000 24/04/1989]',53.169,-5.086,171.986,-663.000,3.642,37.224,912.000
'[16:13:03.010 24/04/1989]',58.889,-6.622,175.928,-663.000,3.642,37.224,912.000
'[16:13:03.020 24/04/1989]',63.766,-11.037,165.579,-663.000,3.642,37.224,912.000
'[16:13:03.030 24/04/1989]',63.953,-10.749,155.231,-663.000,3.642,37.224,912.000
'[16:13:03.040 24/04/1989]',63.953,-3.071,157.202,-663.000,3.642,37.224,912.000
'[16:13:03.050 24/04/1989]',61.703,-2.687,156.216,-663.000,3.642,37.224,912.000
'[16:13:03.060 24/04/1989]',58.983,-1.823,163.116,-663.000,3.642,37.224,912.000
'[16:13:03.070 24/04/1989]',54.201,3.935,149.317,-663.000,3.642,37.224,912.000
'[16:13:03.080 24/04/1989]',52.982,-1.823,148.824,-663.000,3.642,37.224,912.000
'[16:13:03.090 24/04/1989]',44.448,-5.182,146.360,-663.000,3.642,37.224,912.000
'[16:13:03.100 24/04/1989]',29.351,-3.743,140.447,-663.000,3.642,37.224,912.000
'[16:13:03.110 24/04/1989]',7.127,-1.248,140.447,-663.000,3.642,37.224,912.000
'[16:13:03.120 24/04/1989]',-21.568,1.344,128.620,-663.000,3.642,37.224,912.000
'[16:13:03.130 24/04/1989]',-48.668,0.384,126.649,-663.000,3.642,37.224,912.000
'[16:13:03.140 24/04/1989]',-48.387,6.334,118.764,-663.000,3.642,37.224,912.000
'[16:13:03.150 24/04/1989]',-51.575,9.405,120.735,-663.000,3.642,37.224,912.000
'[16:13:03.160 24/04/1989]',-38.072,10.557,116.793,-663.000,3.642,37.224,912.000
'[16:13:03.170 24/04/1989]',-22.505,6.814,130.591,-663.000,3.642,37.224,912.000
'[16:13:03.180 24/04/1989]',-27.851,3.647,108.908,-663.000,3.642,37.224,912.000
'[16:13:03.190 24/04/1989]',3.001,1.152,111.865,-663.000,3.642,37.224,912.000
'[16:13:03.200 24/04/1989]',25.788,4.895,110.386,-663.000,3.642,37.224,912.000
'[16:13:03.210 24/04/1989]',37.415,2.495,105.458,-663.000,3.642,37.224,912.000
'[16:13:03.220 24/04/1989]',43.136,3.167,105.951,-663.000,3.642,37.224,912.000
'[16:13:03.230 24/04/1989]',51.481,3.551,99.052,-663.000,3.642,37.224,912.000
'[16:13:03.240 24/04/1989]',53.919,3.743,99.052,-663.000,3.642,37.224,912.000
'[16:13:03.250 24/04/1989]',53.075,0.288,121.721,-663.000,3.642,37.224,912.000
'[16:13:03.260 24/04/1989]',61.984,1.727,97.574,-663.000,3.642,37.224,912.000
'[16:13:03.270 24/04/1989]',60.296,1.248,98.559,-663.000,3.642,37.224,912.000
'[16:13:03.280 24/04/1989]',54.388,3.263,79.340,-663.000,3.642,37.224,912.000
'[16:13:03.290 24/04/1989]',44.448,-0.192,95.110,-663.000,3.642,37.224,912.000
'[16:13:03.300 24/04/1989]',45.011,6.046,69.977,-663.000,3.642,37.224,912.000
'[16:13:03.310 24/04/1989]',-18.567,6.334,121.228,-663.000,3.642,37.224,912.000
'[16:13:03.320 24/04/1989]',-40.979,2.975,140.447,-663.000,3.642,37.224,912.000
'[16:13:03.330 24/04/1989]',-36.571,1.919,166.565,-663.000,3.642,37.224,912.000
'[16:13:03.340 24/04/1989]',-50.075,10.077,187.755,-663.000,3.642,37.224,912.000
'[16:13:03.350 24/04/1989]',-41.260,5.854,190.712,-663.000,3.642,37.224,912.000
'[16:13:03.360 24/04/1989]',-23.349,8.253,224.715,-663.000,3.642,37.224,912.000
'[16:13:03.370 24/04/1989]',-12.659,11.037,214.859,-663.000,3.642,37.224,912.000
'[16:13:03.380 24/04/1989]',7.971,6.814,196.133,-663.000,3.642,37.224,912.000
'[16:13:03.390 24/04/1989]',27.194,5.758,210.424,-663.000,3.642,37.224,912.000
'[16:13:03.400 24/04/1989]',24.756,5.278,193.669,-663.000,3.642,37.224,912.000
'[16:13:03.410 24/04/1989]',40.885,2.207,197.118,-663.000,3.642,37.224,912.000
'[16:13:03.420 24/04/1989]',46.418,-2.591,195.147,-663.000,3.642,37.224,912.000
'[16:13:03.430 24/04/1989]',52.982,-4.607,159.173,-663.000,3.642,37.224,912.000
'[16:13:03.440 24/04/1989]',55.138,-3.551,151.288,-663.000,3.642,37.224,912.000
'[16:13:03.450 24/04/1989]',64.516,2.879,143.404,-663.000,3.642,37.224,912.000
'[16:13:03.460 24/04/1989]',56.639,5.854,123.692,-663.000,3.642,37.224,912.000
'[16:13:03.470 24/04/1989]',57.201,8.062,126.649,-663.000,3.642,37.224,912.000
'[16:13:03.480 24/04/1989]',49.137,8.349,108.415,-663.000,3.642,37.224,912.000
'[16:13:03.490 24/04/1989]',69.017,4.895,106.937,-663.000,3.642,37.224,912.000
'[16:13:03.500 24/04/1989]',9.377,8.925,94.617,-663.000,3.642,37.224,912.000
'[16:13:03.510 24/04/1989]',24.381,9.981,92.153,-663.000,3.642,37.224,912.000
'[16:13:03.520 24/04/1989]',25.131,13.340,108.908,-663.000,3.642,37.224,912.000
'[16:13:03.530 24/04/1989]',-9.940,9.597,121.721,-663.000,3.642,37.224,912.000
'[16:13:03.540 24/04/1989]',18.192,5.182,131.084,-663.000,3.642,37.224,912.000
'[16:13:03.550 24/04/1989]',15.004,4.799,120.242,-663.000,3.642,37.224,912.000
'[16:13:03.560 24/04/1989]',18.848,7.198,112.358,-663.000,3.642,37.224,912.000
'[16:13:03.570 24/04/1989]',12.003,9.309,90.674,-663.000,3.642,37.224,912.000
'[16:13:03.580 24/04/1989]',17.442,10.077,84.761,-663.000,3.642,37.224,912.000
'[16:13:03.590 24/04/1989]',21.286,10.365,62.585,-663.000,3.642,37.224,912.000
'[16:13:03.600 24/04/1989]',7.033,8.349,63.571,-663.000,3.642,37.224,912.000
'[16:13:03.610 24/04/1989]',6.939,6.142,53.222,-663.000,3.642,37.224,912.000
'[16:13:03.620 24/04/1989]',17.442,6.142,49.280,-663.000,3.642,37.224,912.000
'[16:13:03.630 24/04/1989]',9.940,8.445,19.219,-663.000,3.642,37.224,912.000
'[16:13:03.640 24/04/1989]',6.095,11.037,7.885,-663.000,3.642,37.224,912.000
'[16:13:03.650 24/04/1989]',9.846,10.653,0.493,-663.000,3.642,37.224,912.000
'[16:13:03.660 24/04/1989]',10.690,6.622,-14.291,-663.000,3.642,37.224,912.000
'[16:13:03.670 24/04/1989]',12.659,7.294,-10.349,-663.000,3.642,37.224,912.000
'[16:13:03.680 24/04/1989]',14.347,6.334,-27.104,-663.000,3.642,37.224,912.000
'[16:13:03.690 24/04/1989]',15.566,7.006,-30.553,-663.000,3.642,37.224,912.000
'[16:13:03.700 24/04/1989]',9.659,8.349,-13.798,-663.000,3.642,37.224,912.000
'[16:13:03.710 24/04/1989]',11.909,7.966,-23.654,-663.000,3.642,37.224,912.000
'[16:13:03.720 24/04/1989]',13.597,12.476,5.914,-663.000,3.642,37.224,912.000
'[16:13:03.730 24/04/1989]',8.627,8.541,-28.089,-663.000,3.642,37.224,912.000
'[16:13:03.740 24/04/1989]',4.595,10.269,-15.277,-663.000,3.642,37.224,912.000
'[16:13:03.750 24/04/1989]',9.565,3.839,-45.337,-663.000,3.642,37.224,912.000
'[16:13:03.760 24/04/1989]',24.287,5.662,-57.164,-663.000,3.642,37.224,912.000
'[16:13:03.770 24/04/1989]',17.629,4.415,-72.441,-663.000,3.642,37.224,912.000
'[16:13:03.780 24/04/1989]',17.723,4.319,-62.585,-663.000,3.642,37.224,912.000
'[16:13:03.790 24/04/1989]',10.596,8.349,-85.254,-663.000,3.642,37.224,912.000
'[16:13:03.800 24/04/1989]',3.470,9.981,-102.009,-663.000,3.642,37.224,912.000
'[16:13:03.810 24/04/1989]',9.284,11.037,-94.617,-663.000,3.642,37.224,912.000
'[16:13:03.820 24/04/1989]',-2.251,11.325,-109.894,-663.000,3.642,37.224,912.000
'[16:13:03.830 24/04/1989]',6.564,10.749,-117.285,-663.000,3.642,37.224,912.000
'[16:13:03.840 24/04/1989]',4.032,6.238,-137.983,-663.000,3.642,37.224,912.000
'[16:13:03.850 24/04/1989]',5.533,6.334,-122.213,-663.000,3.642,37.224,912.000
'[16:13:03.860 24/04/1989]',3.470,5.086,-142.418,-663.000,3.642,37.224,912.000
'[16:13:03.870 24/04/1989]',-2.719,7.102,-148.332,-663.000,3.642,37.224,912.000
'[16:13:03.880 24/04/1989]',-5.908,6.910,-165.579,-663.000,3.642,37.224,912.000
'[16:13:03.890 24/04/1989]',7.502,5.374,-159.173,-663.000,3.642,37.224,912.000
'[16:13:03.900 24/04/1989]',-11.440,8.445,-161.637,-663.000,3.642,37.224,912.000
'[16:13:03.910 24/04/1989]',-4.876,3.071,-188.741,-663.000,3.642,37.224,912.000
'[16:13:03.920 24/04/1989]',-13.597,2.111,-175.435,-663.000,3.642,37.224,912.000
'[16:13:03.930 24/04/1989]',-8.158,2.015,-170.015,-663.000,3.642,37.224,912.000
'[16:13:03.940 24/04/1989]',-24.475,1.823,-178.392,-663.000,3.642,37.224,912.000
'[16:13:03.950 24/04/1989]',-10.971,0.864,-173.464,-663.000,3.642,37.224,912.000
'[16:13:03.960 24/04/1989]',-11.815,0.576,-171.000,-663.000,3.642,37.224,912.000
'[16:13:03.970 24/04/1989]',-18.848,3.071,-182.827,-663.000,3.642,37.224,912.000
'[16:13:03.980 24/04/1989]',-21.568,5.278,-176.914,-663.000,3.642,37.224,912.000
'[16:13:03.990 24/04/1989]',-13.785,4.319,-176.421,-663.000,3.642,37.224,912.000
'[16:13:04.000 24/04/1989]',-25.037,3.647,-170.015,137.000,3.478,37.230,926.000
'[16:13:04.010 24/04/1989]',-38.822,2.879,-169.522,137.000,3.478,37.230,926.000
'[16:13:04.020 24/04/1989]',-58.421,0.096,-190.712,137.000,3.478,37.230,926.000
'[16:13:04.030 24/04/1989]',-65.453,-5.662,-173.464,137.000,3.478,37.230,926.000
'[16:13:04.040 24/04/1989]',-90.866,-8.637,-141.432,137.000,3.478,37.230,926.000
'[16:13:04.050 24/04/1989]',-88.615,-9.309,-160.652,137.000,3.478,37.230,926.000
'[16:13:04.060 24/04/1989]',-89.647,-5.086,-126.649,137.000,3.478,37.230,926.000
'[16:13:04.070 24/04/1989]',-88.147,-2.399,-111.865,137.000,3.478,37.230,926.000
'[16:13:04.080 24/04/1989]',-83.739,-0.384,-84.268,137.000,3.478,37.230,926.000
'[16:13:04.090 24/04/1989]',-81.020,4.799,-98.559,137.000,3.478,37.230,926.000
'[16:13:04.100 24/04/1989]',-63.578,2.687,-116.793,137.000,3.478,37.230,926.000
'[16:13:04.110 24/04/1989]',-55.420,0.672,-130.098,137.000,3.478,37.230,926.000
'[16:13:04.120 24/04/1989]',-37.978,0.192,-134.533,137.000,3.478,37.230,926.000
'[16:13:04.130 24/04/1989]',-24.193,-0.768,-127.634,137.000,3.478,37.230,926.000
'[16:13:04.140 24/04/1989]',-12.753,2.975,-147.839,137.000,3.478,37.230,926.000
'[16:13:04.150 24/04/1989]',0.375,1.632,-157.695,137.000,3.478,37.230,926.000
'[16:13:04.160 24/04/1989]',5.720,2.975,-143.404,137.000,3.478,37.230,926.000
'[16:13:04.170 24/04/1989]',10.034,1.248,-155.231,137.000,3.478,37.230,926.000
'[16:13:04.180 24/04/1989]',17.723,1.823,-153.260,137.000,3.478,37.230,926.000
'[16:13:04.190 24/04/1989]',19.880,-2.015,-164.594,137.000,3.478,37.230,926.000
'[16:13:04.200 24/04/1989]',23.443,-5.566,-166.565,137.000,3.478,37.230,926.000
'[16:13:04.210 24/04/1989]',19.505,-4.031,-165.087,137.000,3.478,37.230,926.000
'[16:13:04.220 24/04/1989]',21.849,-1.823,-159.173,137.000,3.478,37.230,926.000
'[16:13:04.230 24/04/1989]',25.694,1.440,-175.928,137.000,3.478,37.230,926.000
'[16:13:04.240 24/04/1989]',17.723,1.919,-165.579,137.000,3.478,37.230,926.000
'[16:13:04.250 24/04/1989]',16.598,-0.672,-171.000,137.000,3.478,37.230,926.000
'[16:13:04.260 24/04/1989]',9.096,2.207,-185.784,137.000,3.478,37.230,926.000
'[16:13:04.270 24/04/1989]',-1.782,2.495,-164.594,137.000,3.478,37.230,926.000
'[16:13:04.280 24/04/1989]',-17.067,0.096,-178.885,137.000,3.478,37.230,926.000
'[16:13:04.290 24/04/1989]',-32.164,-0.864,-169.522,137.000,3.478,37.230,926.000
'[16:13:04.300 24/04/1989]',-38.822,-3.167,-154.738,137.000,3.478,37.230,926.000
'[16:13:04.310 24/04/1989]',-77.738,-3.263,-174.943,137.000,3.478,37.230,926.000
'[16:13:04.320 24/04/1989]',-76.800,-4.607,-183.813,137.000,3.478,37.230,926.000
'[16:13:04.330 24/04/1989]',-74.081,-3.743,-201.554,137.000,3.478,37.230,926.000
'[16:13:04.340 24/04/1989]',-67.235,-6.334,-231.614,137.000,3.478,37.230,926.000
'[16:13:04.350 24/04/1989]',-48.856,-6.046,-231.121,137.000,3.478,37.230,926.000
'[16:13:04.360 24/04/1989]',-43.136,-3.743,-258.718,137.000,3.478,37.230,926.000
'[16:13:04.370 24/04/1989]',-26.350,-3.551,-245.412,137.000,3.478,37.230,926.000
'[16:13:04.380 24/04/1989]',5.158,-4.415,-245.905,137.000,3.478,37.230,926.000
'[16:13:04.390 24/04/1989]',19.974,-4.223,-240.484,137.000,3.478,37.230,926.000
'[16:13:04.400 24/04/1989]',24.006,-4.799,-229.150,137.000,3.478,37.230,926.000
'[16:13:04.410 24/04/1989]',36.009,-2.111,-226.193,137.000,3.478,37.230,926.000
'[16:13:04.420 24/04/1989]',47.918,-1.344,-200.568,137.000,3.478,37.230,926.000
'[16:13:04.430 24/04/1989]',51.012,-5.758,-212.395,137.000,3.478,37.230,926.000
'[16:13:04.440 24/04/1989]',50.168,-8.158,-196.626,137.000,3.478,37.230,926.000
'[16:13:04.450 24/04/1989]',54.107,-9.693,-198.104,137.000,3.478,37.230,926.000
'[16:13:04.460 24/04/1989]',57.577,-5.758,-186.770,137.000,3.478,37.230,926.000
'[16:13:04.470 24/04/1989]',54.295,-4.703,-202.539,137.000,3.478,37.230,926.000
'[16:13:04.480 24/04/1989]',55.232,-2.303,-192.683,137.000,3.478,37.230,926.000
'[16:13:04.490 24/04/1989]',51.012,-3.743,-193.176,137.000,3.478,37.230,926.000
'[16:13:04.500 24/04/1989]',47.355,0.768,-194.162,137.000,3.478,37.230,926.000
'[16:13:04.510 24/04/1989]',46.793,4.031,-171.000,137.000,3.478,37.230,926.000
'[16:13:04.520 24/04/1989]',38.541,9.981,-179.378,137.000,3.478,37.230,926.000
'[16:13:04.530 24/04/1989]',39.853,11.612,-153.260,137.000,3.478,37.230,926.000
'[16:13:04.540 24/04/1989]',36.196,6.334,-158.188,137.000,3.478,37.230,926.000
'[16:13:04.550 24/04/1989]',40.885,3.647,-173.464,137.000,3.478,37.230,926.000
'[16:13:04.560 24/04/1989]',39.197,2.975,-163.116,137.000,3.478,37.230,926.000
'[16:13:04.570 24/04/1989]',31.508,5.182,-153.260,137.000,3.478,37.230,926.000
'[16:13:04.580 24/04/1989]',34.884,2.687,-158.680,137.000,3.478,37.230,926.000
'[16:13:04.590 24/04/1989]',39.103,3.167,-159.666,137.000,3.478,37.230,926.000
'[16:13:04.600 24/04/1989]',13.878,5.278,-192.683,137.000,3.478,37.230,926.000
'[16:13:04.610 24/04/1989]',6.845,4.511,-205.003,137.000,3.478,37.230,926.000
'[16:13:04.620 24/04/1989]',-9.096,0.864,-239.992,137.000,3.478,37.230,926.000
'[16:13:04.630 24/04/1989]',-21.943,0.576,-260.196,137.000,3.478,37.230,926.000
'[16:13:04.640 24/04/1989]',-50.919,0.480,-268.574,137.000,3.478,37.230,926.000
'[16:13:04.650 24/04/1989]',-59.077,-1.440,-287.793,137.000,3.478,37.230,926.000
'[16:13:04.660 24/04/1989]',-58.233,-0.480,-291.735,137.000,3.478,37.230,926.000
'[16:13:04.670 24/04/1989]',-61.609,3.167,-288.779,137.000,3.478,37.230,926.000
'[16:13:04.680 24/04/1989]',-52.607,5.950,-288.779,137.000,3.478,37.230,926.000
'[16:13:04.690 24/04/1989]',-37.134,8.158,-285.329,137.000,3.478,37.230,926.000
'[16:13:04.700 24/04/1989]',-23.631,8.253,-279.908,137.000,3.478,37.230,926.000
'[16:13:04.710 24/04/1989]',-1.032,7.006,-279.908,137.000,3.478,37.230,926.000
'[16:13:04.720 24/04/1989]',18.942,4.511,-275.966,137.000,3.478,37.230,926.000
'[16:13:04.730 24/04/1989]',44.823,2.015,-271.038,137.000,3.478,37.230,926.000
'[16:13:04.740 24/04/1989]',55.701,-1.536,-266.110,137.000,3.478,37.230,926.000
'[16:13:04.750 24/04/1989]',63.672,4.415,-256.254,137.000,3.478,37.230,926.000
'[16:13:04.760 24/04/1989]',71.267,6.142,-251.819,137.000,3.478,37.230,926.000
'[16:13:04.770 24/04/1989]',74.456,6.718,-237.528,137.000,3.478,37.230,926.000
'[16:13:04.780 24/04/1989]',75.862,4.511,-232.107,137.000,3.478,37.230,926.000
'[16:13:04.790 24/04/1989]',73.143,2.591,-218.801,137.000,3.478,37.230,926.000
'[16:13:04.800 24/04/1989]',72.393,-1.823,-212.888,137.000,3.478,37.230,926.000
'[16:13:04.810 24/04/1989]',76.237,-3.263,-204.018,137.000,3.478,37.230,926.000
'[16:13:04.820 24/04/1989]',67.329,2.495,-185.784,137.000,3.478,37.230,926.000
'[16:13:04.830 24/04/1989]',65.172,9.981,-174.450,137.000,3.478,37.230,926.000
'[16:13:04.840 24/04/1989]',60.671,11.133,-170.507,137.000,3.478,37.230,926.000
'[16:13:04.850 24/04/1989]',59.733,9.789,-148.824,137.000,3.478,37.230,926.000
'[16:13:04.860 24/04/1989]',58.796,8.925,-136.012,137.000,3.478,37.230,926.000
'[16:13:04.870 24/04/1989]',51.950,9.597,-131.084,137.000,3.478,37.230,926.000
'[16:13:04.880 24/04/1989]',52.794,8.829,-121.228,137.000,3.478,37.230,926.000
'[16:13:04.890 24/04/1989]',69.111,7.870,-124.185,137.000,3.478,37.230,926.000
'[16:13:04.900 24/04/1989]',31.226,10.557,-128.620,137.000,3.478,37.230,926.000
'[16:13:04.910 24/04/1989]',50.356,6.814,-111.865,137.000,3.478,37.230,926.000
'[16:13:04.920 24/04/1989]',45.667,7.294,-92.153,137.000,3.478,37.230,926.000
'[16:13:04.930 24/04/1989]',47.355,2.687,-108.415,137.000,3.478,37.230,926.000
'[16:13:04.940 24/04/1989]',41.823,6.526,-88.703,137.000,3.478,37.230,926.000
'[16:13:04.950 24/04/1989]',40.416,4.895,-62.585,137.000,3.478,37.230,926.000
'[16:13:04.960 24/04/1989]',38.728,10.173,-79.340,137.000,3.478,37.230,926.000
'[16:13:04.970 24/04/1989]',33.946,12.572,-51.744,137.000,3.478,37.230,926.000
'[16:13:04.980 24/04/1989]',34.040,12.476,-35.974,137.000,3.478,37.230,926.000
'[16:13:04.990 24/04/1989]',27.944,11.229,-34.496,137.000,3.478,37.230,926.000
'[16:13:05.000 24/04/1989]',26.632,12.188,-27.597,-900.000,3.594,37.223,936.000
'[16:13:05.010 24/04/1989]',26.350,10.749,-26.611,-900.000,3.594,37.223,936.000
'[16:13:05.020 24/04/1989]',25.881,10.941,-16.262,-900.000,3.594,37.223,936.000
'[16:13:05.030 24/04/1989]',16.785,8.733,-3.450,-900.000,3.594,37.223,936.000
'[16:13:05.040 24/04/1989]',15.941,9.501,-13.305,-900.000,3.594,37.223,936.000
'[16:13:05.050 24/04/1989]',16.035,6.910,9.856,-900.000,3.594,37.223,936.000
'[16:13:05.060 24/04/1989]',13.503,2.879,31.046,-900.000,3.594,37.223,936.000
'[16:13:05.070 24/04/1989]',12.190,5.374,17.248,-900.000,3.594,37.223,936.000
'[16:13:05.080 24/04/1989]',14.253,7.390,34.989,-900.000,3.594,37.223,936.000
'[16:13:05.090 24/04/1989]',8.908,5.182,32.525,-900.000,3.594,37.223,936.000
'[16:13:05.100 24/04/1989]',7.596,4.799,41.395,-900.000,3.594,37.223,936.000
'[16:13:05.110 24/04/1989]',5.814,6.526,42.873,-900.000,3.594,37.223,936.000
'[16:13:05.120 24/04/1989]',0.375,8.637,45.337,-900.000,3.594,37.223,936.000
'[16:13:05.130 24/04/1989]',1.782,5.662,74.905,-900.000,3.594,37.223,936.000
'[16:13:05.140 24/04/1989]',-0.844,7.294,80.326,-900.000,3.594,37.223,936.000
'[16:13:05.150 24/04/1989]',3.938,6.622,60.121,-900.000,3.594,37.223,936.000
'[16:13:05.160 24/04/1989]',28.695,3.071,80.819,-900.000,3.594,37.223,936.000
'[16:13:05.170 24/04/1989]',-9.096,5.374,80.326,-900.000,3.594,37.223,936.000
'[16:13:05.180 24/04/1989]',15.097,2.495,75.398,-900.000,3.594,37.223,936.000
'[16:13:05.190 24/04/1989]',15.191,4.990,86.239,-900.000,3.594,37.223,936.000
'[16:13:05.200 24/04/1989]',25.788,5.758,89.196,-900.000,3.594,37.223,936.000
'[16:13:05.210 24/04/1989]',19.599,4.319,85.747,-900.000,3.594,37.223,936.000
'[16:13:05.220 24/04/1989]',16.223,3.071,91.660,-900.000,3.594,37.223,936.000
'[16:13:05.230 24/04/1989]',29.632,4.895,95.602,-900.000,3.594,37.223,936.000
'[16:13:05.240 24/04/1989]',32.821,2.495,105.458,-900.000,3.594,37.223,936.000
'[16:13:05.250 24/04/1989]',30.945,1.248,114.329,-900.000,3.594,37.223,936.000
'[16:13:05.260 24/04/1989]',30.007,1.056,105.951,-900.000,3.594,37.223,936.000
'[16:13:05.270 24/04/1989]',28.695,-2.879,110.386,-900.000,3.594,37.223,936.000
'[16:13:05.280 24/04/1989]',31.226,0.000,107.922,-900.000,3.594,37.223,936.000
'[16:13:05.290 24/04/1989]',28.976,7.198,129.113,-900.000,3.594,37.223,936.000
'[16:13:05.300 24/04/1989]',28.601,7.486,113.343,-900.000,3.594,37.223,936.000
'[16:13:05.310 24/04/1989]',25.506,9.885,111.865,-900.000,3.594,37.223,936.000
'[16:13:05.320 24/04/1989]',17.442,14.779,108.908,-900.000,3.594,37.223,936.000
'[16:13:05.330 24/04/1989]',14.816,12.572,116.300,-900.000,3.594,37.223,936.000
'[16:13:05.340 24/04/1989]',17.160,7.102,113.343,-900.000,3.594,37.223,936.000
'[16:13:05.350 24/04/1989]',16.879,6.046,128.620,-900.000,3.594,37.223,936.000
'[16:13:05.360 24/04/1989]',11.815,4.607,123.199,-900.000,3.594,37.223,936.000
'[16:13:05.370 24/04/1989]',15.097,-0.480,121.228,-900.000,3.594,37.223,936.000
'[16:13:05.380 24/04/1989]',13.222,-1.248,119.749,-900.000,3.594,37.223,936.000
'[16:13:05.390 24/04/1989]',11.347,0.096,118.764,-900.000,3.594,37.223,936.000
'[16:13:05.400 24/04/1989]',4.501,3.743,127.634,-900.000,3.594,37.223,936.000
'[16:13:05.410 24/04/1989]',4.126,3.839,124.185,-900.000,3.594,37.223,936.000
'[16:13:05.420 24/04/1989]',1.782,0.192,126.649,-900.000,3.594,37.223,936.000
'[16:13:05.430 24/04/1989]',5.345,1.632,138.476,-900.000,3.594,37.223,936.000
'[16:13:05.440 24/04/1989]',16.692,0.576,139.461,-900.000,3.594,37.223,936.000
'[16:13:05.450 24/04/1989]',-14.347,1.248,124.185,-900.000,3.594,37.223,936.000
'[16:13:05.460 24/04/1989]',6.564,3.935,132.069,-900.000,3.594,37.223,936.000
'[16:13:05.470 24/04/1989]',5.908,2.303,115.314,-900.000,3.594,37.223,936.000
'[16:13:05.480 24/04/1989]',6.283,2.111,121.228,-900.000,3.594,37.223,936.000
'[16:13:05.490 24/04/1989]',13.503,-0.864,113.836,-900.000,3.594,37.223,936.000
'[16:13:05.500 24/04/1989]',14.816,1.248,124.185,-900.000,3.594,37.223,936.000
'[16:13:05.510 24/04/1989]',11.534,5.758,111.372,-900.000,3.594,37.223,936.000
'[16:13:05.520 24/04/1989]',12.284,4.607,121.721,-900.000,3.594,37.223,936.000
'[16:13:05.530 24/04/1989]',7.033,6.334,116.793,-900.000,3.594,37.223,936.000
'[16:13:05.540 24/04/1989]',13.128,1.344,117.778,-900.000,3.594,37.223,936.000
'[16:13:05.550 24/04/1989]',7.314,0.480,114.329,-900.000,3.594,37.223,936.000
'[16:13:05.560 24/04/1989]',6.939,0.960,113.836,-900.000,3.594,37.223,936.000
'[16:13:05.570 24/04/1989]',6.095,1.248,112.850,-900.000,3.594,37.223,936.000
'[16:13:05.580 24/04/1989]',-2.157,4.415,114.821,-900.000,3.594,37.223,936.000
'[16:13:05.590 24/04/1989]',-9.096,8.541,121.228,-900.000,3.594,37.223,936.000
'[16:13:05.600 24/04/1989]',-8.346,10.077,120.242,-900.000,3.594,37.223,936.000
'[16:13:05.610 24/04/1989]',-7.314,6.526,124.185,-900.000,3.594,37.223,936.000
'[16:13:05.620 24/04/1989]',-8.346,0.192,122.213,-900.000,3.594,37.223,936.000
'[16:13:05.630 24/04/1989]',-6.752,0.768,125.663,-900.000,3.594,37.223,936.000
'[16:13:05.640 24/04/1989]',-10.690,-1.248,136.997,-900.000,3.594,37.223,936.000
'[16:13:05.650 24/04/1989]',-11.722,-2.687,128.127,-900.000,3.594,37.223,936.000
'[16:13:05.660 24/04/1989]',-10.315,-2.591,132.562,-900.000,3.594,37.223,936.000
'[16:13:05.670 24/04/1989]',-7.033,-3.071,129.113,-900.000,3.594,37.223,936.000
'[16:13:05.680 24/04/1989]',-13.878,1.344,130.098,-900.000,3.594,37.223,936.000
'[16:13:05.690 24/04/1989]',-15.004,0.480,122.706,-900.000,3.594,37.223,936.000
'[16:13:05.700 24/04/1989]',-13.222,-1.632,141.432,-900.000,3.594,37.223,936.000
'[16:13:05.710 24/04/1989]',-14.066,-2.591,124.677,-900.000,3.594,37.223,936.000
'[16:13:05.720 24/04/1989]',-15.473,-2.303,123.199,-900.000,3.594,37.223,936.000
'[16:13:05.730 24/04/1989]',-23.725,-0.480,129.605,-900.000,3.594,37.223,936.000
'[16:13:05.740 24/04/1989]',-25.788,-0.480,129.113,-900.000,3.594,37.223,936.000
'[16:13:05.750 24/04/1989]',-24.756,3.167,140.447,-900.000,3.594,37.223,936.000
'[16:13:05.760 24/04/1989]',-46.136,2.495,129.113,-900.000,3.594,37.223,936.000
'[16:13:05.770 24/04/1989]',-58.889,2.207,124.677,-900.000,3.594,37.223,936.000
